PlaceName,PlaceNameModern,Latitude,Longitude,NameOfTraveler,YearOfTravel,Description,Citation,Hyperlink
"Cowes, Isle of Wight","Cowes, England",50.7628,-1.3005,Olaudah Equiano,1759,"When we arrived at Spithead the Ætna went into Portsmouth harbour to refit, which being done, we returned to Spithead and joined a large fleet that was thought to be intended against the Havannah; but about that time the king died: whether that prevented the expedition I know not; but it caused our ship to be stationed at Cowes, in the isle of Wight, till the beginning of the year sixty-one. Here I spent my time very pleasantly; I was much on shore all about this delightful island, and found the inhabitants very civil.","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IV.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
"Brimstone-Hill, Montserrat","Brimstone Hill Fortress, Sandy Point Town, St. Kitts & Nevis",17.3457,-62.8368,Olaudah Equiano,1763,"In the variety of departments in which I was employed by my master, I had an opportunity of seeing many curious scenes in different islands; but, above all, I was struck with a celebrated curiosity called Brimstone-Hill, which is a high and steep mountain, some few miles from the town of Plymouth in Montserrat. I had often heard of some wonders that were to be seen on this hill, and I went once with some white and black people to visit it. When we arrived at the top, I saw under different cliffs great flakes of brimstone, occasioned by the steams of various little ponds, which were then boiling naturally in the earth. Some of these ponds were as white as milk, some quite blue, and many others of different colours. I had taken some potatoes with me, and I put them into different ponds, and in a few minutes they were well boiled. I tasted some of them, but they were very sulphurous; and the silver shoe buckles, and all the other things of that metal we had among us, were, in a little time, turned as black as lead.","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. VI.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
"St. Pierre, Martinico","Arrondissement of Saint-Pierre, Martinique",14.7792,-61.1753,Olaudah Equiano,1766,"While I was on this island I went about a good deal, and found it very pleasant: in particular I admired the town of St. Pierre, which is the principal one in the island, and built more like an European town than any I had seen in the West Indies. ","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IX.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
"Smyrna, Turkey","Izmir, Turkey",38.4237,27.1428,Olaudah Equiano,1768,"When we left Italy we had delightful sailing among the Archipelago islands, and from thence to Smyrna in Turkey. This is a very ancient city; the houses are built of stone, and most of them have graves adjoining to them; so that they sometimes present the appearance of church-yards. Provisions are very plentiful in this city, and good wine less than a penny a pint. The grapes, pomegranates, and many other fruits, were also the richest and largest I ever tasted. The natives are well looking and strong made, and treated me always with great civility.","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IX.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
"Oporto, Portugal","Porto, Portugal",41.1579,-8.6291,Olaudah Equiano,1769,"I saw here many very magnificent sights, particularly the garden of Eden, where many of the clergy and laity went in procession in their several orders with the host, and sung Te Deum. I had a great curiosity to go into some of their churches, but could not gain admittance without using the necessary sprinkling of holy water at my entrance. From curiosity, and a wish to be holy, I therefore complied with this ceremony, but its virtues were lost on me, for I found myself nothing the better for it. This place abounds with plenty of all kinds of provisions. The town is well built and pretty, and commands a fine prospect.","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IX.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
"Genoa, Italy","Genoa, Italy",44.4056,8.9463,Olaudah Equiano,1769,"This is one of the finest cities I ever saw; some of the edifices were of beautiful marble, and made a most noble appearance; and many had very curious fountains before them. The churches were rich and magnificent, and curiously adorned both in the inside and out. But all this grandeur was in my eyes disgraced by the galley slaves, whose condition both there and in other parts of Italy is truly piteous and wretched. ","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IX.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
"Naples, Italy","Naples, Italy",40.8518,14.2681,Olaudah Equiano,1769,"After we had stayed there some weeks, during which we bought many different things which we wanted, and got them very cheap, we sailed to Naples, a charming city, and remarkably clean. The bay is the most beautiful I ever saw; the moles for shipping are excellent. I thought it extraordinary to see grand operas acted here on Sunday nights, and even attended by their majesties. I too, like these great ones, went to those sights, and vainly served God in the day while I thus served mammon effectually at night. While we remained here there happened an eruption of mount Vesuvius, of which I had a perfect view. It was extremely awful; and we were so near that the ashes from it used to be thick on our deck.","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IX.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
Jamaica,Jamaica,18.1096,-77.2975,Olaudah Equiano,1772,"I found Jamaica to be a very fine large island, well peopled, and the most considerable of the West India islands. There was a vast number of negroes here, whom I found as usual exceedingly imposed upon by the white people, and the slaves punished as in the other islands.","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IX.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
"Malaga, Spain","Málaga, Spain",36.7212,-4.4217,Olaudah Equiano,1775," When we had dispatched our business at Cadiz, we went to Gibraltar, and from thence to Malaga, a very pleasant and rich city, where there is one of the finest cathedrals I had ever seen. It had been above fifty years in building, as I heard, though it was not then quite finished; great part of the inside, however, was completed and highly decorated with the richest marble columns and many superb paintings; it was lighted occasionally by an amazing number of wax tapers of different sizes, some of which were as thick as a man's thigh; these, however, were only used on some of their grand festivals.","Olaudah Equiano, The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African (London, 1789), Ch. IX.",https://www.gutenberg.org/files/15399/15399-h/15399-h.htm
Orkney Islands,"Orkney Islands, UK",58.93209,-2.75436,Janet Schaw,1774,"I left you yesterday to view the Scotch Islands, which I accordingly did. We were almost opposite to Shetland, when we came on deck, but it afforded nothing to please my eye, or atone for the cold, that I suffered in looking at its barren heaths, frozen mountains and wild tracts of frightful rocks...","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 32-33.",https://archive.org/details/journalofladyofq00schaiala
Fair Isle,"Fair Isle, UK",59.53346,-1.63347,Janet Schaw,1774,"The Fair Isle, which we passed yesterday, is the last land which belongs to Scotland, and has indeed as little beauty as I expected. The side that lay next us, is one continued chain of perpendicular rugged Rocks, and in many places the upper parts hang over, so that a ship that was to be driven against them, would have very little chance of Salvation. I observed almost in the centre of the Island however, a very safe Bason, which would admit tolerable large Vessels, and very convenient for boats to land from, and I should think it a snug place to carry on a contraband trade... Within our view was one very well-looking house, which, we were told, belongs to the proprietor of the Island ; and at a little distance, a town composed of hutts with a church. I observed several stack-yards, but neither a tree nor a shrub. ","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 38-39.",https://archive.org/details/journalofladyofq00schaiala
"Graciosa, Azores, Portugal","Graciosa, Azores, Portugal",39.05405,-28.00745,Janet Schaw,1774,"We now saw the Island most distinctly, and must own that it deserves its name, for never did my eyes behold so beautiful a spot. It does not seem in length above five or at most six Miles ; its breadth I could not see. In the centre is a large extensive plane, surrounded with hills in form of an Amphitheatre; the ground rises by an easy ascent all the way from the shore, and in the bosom of the hills stands a very noble house, round which is a great deal of fine laid out policy. It fronts the shore, and is entirely open to the Sea, and tho' the Island is evidently under the power of winter, the beauty of the Verdure is inconceivable ; and when the Vines, which are now leafless and cut down, are in foliage and fruit, it is certainly a garden that, had our first parents been sent to repent in, they would soon have forgot their native Eden. The hills behind the plane were covered with pasture or Vineyard, and we observed forts on two of them, but no other house of any note, tho' some hamlets were scattered here and there, and 
what we took to be Orange groves by the figure of the tree. ","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 61-62.",https://archive.org/details/journalofladyofq00schaiala
Antigua,Antigua,17.12804,-61.86606,Janet Schaw,1774,"The beauty of the Island rises every moment as we advance towards the bay; the first plantations we ob-served were very high and rocky, but as we came farther on, they appeared more improved, and when we got into the bay, which runs many miles up the Island, it is out of my power to paint the beauty and the Novelty of the scene. We had the Island on both sides of us, yet its beauties were different, the one was hills, dales and groves, and not a tree, plant or shrub I had ever seen before; the ground is vastly uneven, 
but not very high ; the sugar canes cover the hills almost to the top, and bear a resemblance in colour at least to a rich field of green wheat ; the hills are skirted by the Palmetto or Cabbage tree, which even from this distance makes a noble appearance. The houses are generally placed in the Valleys between the hills, and all front to the sea. We saw many fine ones. There were also some fine walks along the Shore shaded by different trees, of which I am yet ignorant.","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 74.",https://archive.org/details/journalofladyofq00schaiala
St. Kitt's Island,Saint Kitt's Island,17.30092,-62.71909,Janet Schaw,1774,"We distinctly saw both Nevise and Montsarat; very fine Islands, but far in-ferior to St. Kitt's, which now appeared crowned with wood-covered Mountains. Noble however as this morning scene might be made in description, it affords not the soft satisfac-tion that the mind feels from the rising sun on a summer morning in your cool Hemisphere, and tho', to my shame be it spoken, that was one of the Arcanas of Nature, into which my curiosity seldom pryed, yet I now recollected with a pleasing regret the soft dawn, the dew-bespangled lawn, with all that delightful coolness, which I am not to expect under a Tropical Sun. 
We soon came to an anchor in the road of Basterre, in which were riding many fine Vessels. From our situation we had an extensive prospect of that side of the Island, which lay next us, which tho' very beautiful is different from the first view we had of Antigua, which rises on you by degrees. As you go up the bay, the plantations on the rising grounds are noble, and the cane pieces wear a superior green to those at Antigua.","Schaw, Janet. Journal of a Lady of Quality: Being the Narrative of a Journey from Scotland to the West Indies, North Carolina, and Portugal, in the Years 1774 to 1776. Yale Historical Publications. Manuscripts and Edited Texts ; VI. New Haven: Yale University Press, 1921, pg.120.",https://archive.org/details/journalofladyofq00schaiala
"St. Tubes, Portugal","Setúbal, Portugal",38.52169,-8.8857,Janet Schaw,1775,"I have fancied to myself a West India Island as large as a world, I was vastly pleased to behold the noble buildings as we sailed along the coast, till I was informed by our pilot, that they were, in general, bastiles oh sound of horror and fear to a British ear. 
At last we reached the bay, where we anchored within less than a mile of the Town of St Tubes.The scene altogether was very lively and animating, particularly when joined to the idea of being once more in Europe. The evening was fine, the sun gilding the horizon and giving additional beauty to the green hills. The sky was placid and serene above fifty ships were lying at Anchor, and above a hundred boats en-gaged in the sardine fishing and chanting Vespers. The town was full in prospect and many windmills going above it, which I think a very cheerful object. The coast is extremely bold and the hills and high grounds, covered with wheat or pasture, looked so fresh that they perfectly cheered the senses. ","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 219-220.",https://archive.org/details/journalofladyofq00schaiala
Leaving St. Tubes ascending towards Convent of Palmella,"Palmalla, Portugal",38.56501,-8.9008,Janet Schaw,1775,"As we advanced nearer the summit, we left behind St Tubes, the sea, the shipping, the large salt-works, the fine ruins, and a country beautifully green with corn and rich pasture-ground. Before us we had the river, Tagus, with the 
town of Lisbon and all the adjacent country on the opposite shore. On our left hand we had a scene nobly wild and beau-tifully romantick. The mountains presented us with rocks and woods, thro' which flowed many a rapid stream, which fell down in noisy cascades thro' the valleys below. But tho' these valleys boasted their cultivation and invited us to admire vine-yards, orange-groves and olive orchards, yet that where Nature alone held dominion entirely engaged our attention, and we traced the wildness of the mountains, as far as our eyes could penetrate thro' the trees or over the rocks.","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 232-233.",https://archive.org/details/journalofladyofq00schaiala
"Cape Fear River, North Carolina","Cape Fear River, North Carolina",34.1869,-77.96357,Alexander Schaw,1775,"IN the province of North Carolina there are several rivers, which run a considerable way into the country. Upon the south is Cape Fear river, which is navigable for ships of large burden as far as a shoal which they call the Flats, about seven miles above Brunswick town, which is situated twelve miles within the bar. In consequence of this impediment, vessels which have a draught of above nine and a half feet of water cannot go up to Wilmington, which is the next port above and the most considerable town on the river, even at spring tides, till they are lightened to that draught. Above, or rather at Wil- mington, the Northeast and Northwest branches of the river join. The Northwest is the least considerable, and upon the whole extent there is no town, tho' its banks are very well settled. The first town is Cross Creek, about 100 miles above Wilmington. Here the whole trade with the back settlers is carried on for a great way round.
","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 279.",https://archive.org/details/journalofladyofq00schaiala
"Cape Fear River, North Carolina","Cape Fear River, North Carolina",34.1869,-77.96357,Alexander Schaw,1775,"From Fort Johnston at the mouth of the river to Brunswick is twelve miles. From Brunswick to Wilmington there are two roads: one goes up the right side of the river upon which Brunswick stands and crosses two ferries opposite to Wilmington, occasioned by the river being there divided by a large swampy island, through which there is a very bad road of a mile and a half. The length of this road is reckoned sixteen miles. To go by the other road, one must cross a ferry at Brunswick of a mile over, from whence to Wilming-ton it is about ten miles. Every part of these roads is more or less sandy. Some of them for miles together is very deep, as the surface often is a pure white sand, without a particle of soil to bind it together. This is the case with almost every part of the province near the sea.","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 232-233.",https://archive.org/details/journalofladyofq00schaiala
"Cape Fear River, North Carolina","Cape Fear River, North Carolina",34.1869,-77.96357,Alexander Schaw,1775,"Over all these creeks are wooden bridges. Wherever the land is dry, there is little or no brush. The woods in general are in the style of open groves in England, except in such places as have once been cleared and afterwards abandoned. These are always covered with brush. The roads upon the Northwest branch of the river grow more solid every mile above Wilmington, and long before they reach Cross Creek are very hard. The only making they bestow upon the roads in the flat part of the country is cutting out the trees to the necessary breadth, in as even a line as they can, and where the ground is wet, they make a small ditch on either side. The roads through swamp land are made by first laying logs in the direction of the road and covering them cross ways with small pine trees, layd regularly together over sod, with which the logs are previously covered. ","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 279-280.",https://archive.org/details/journalofladyofq00schaiala
"Brunswick, North Carolina",Brunswick Town/Fort Anderson State Historic Site,34.03979,-77.94618,Alexander Schaw,1775,"The town of Brunswick, which is indeed but a straggling village, is twelve miles within the bar. At low water there is ten feet of water upon the bar; at spring tides there is from 19 to 20 feet, so that in fine weather ships of deeper draught can easily go in. The water, both below and above the flats is deep enough for any vessel. Vessels can run from the bar to Brunswick in three or four hours with the tide, with almost any wind.","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 281.",https://archive.org/details/journalofladyofq00schaiala
"Brunswick, North Carolina",Brunswick Town/Fort Anderson State Historic Site,34.03979,-77.94618,Alexander Schaw,1775,"There is good anchorage within half a musket shot of the town. The bank is pretty high for this country and the woods are cut down a good way round the town. This is the only town on the west side of the river. Brunswick county is thinly settled, consequently cattle and horses are few.","Janet Schaw, Journal of a Lady of Quality; Being the Narrative of a Journey from Scotland to the West Indies,  North Carolina, and Portugal, in the Years 1774 to 1776, ed. Evangeline Walker Andrews and Charles McLean Andrews (New Haven, CT: Yale University Press, 1921), 282.",https://archive.org/details/journalofladyofq00schaiala
"Shin yang, or Mugden, China","Shenyang, China",41.8057,123.4315,"Jean-Baptiste Du Halde, ed.",,"The first is that of Shin yang , called by the Manchews, Mugden ; it contains all the ancient Lyau tong , and is bounded on the South by the Great Wall, which begins Eastward of Pe-king, by a great Bulwark built in the Ocean; on the East, Northland Welt, it is inclosed only by a wooden Palisade, seven or eight Foot high, and more fit to mark its Bounds, and keep out petty Rob-bers, than to oppose an Army : The Gates are no better, and guarded only by a few Soldiers. The Chinese Geographers have given the Name of Wall to this Palisade , which has occasion’d the Province of Lyau tong to be erroneously placed in some of our Maps, within the Great Wall.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 244.",https://archive.org/details/descriptionofemp00duha
"Pe-king, China","Beijing, China",39.9042,116.4074,"Jean-Baptiste Du Halde, ed.",,"Not far from the Gates of this City are two magnificent Burying-Places of the first Princes of the reigning Family, who took the Title of Emperor from their beginning to reign in Lyau tong. One is of the Emperor’s Grandfather, and the other of his Great Grandfather: They are built according to the Chinese Architecture; but, what is singular, are inclosed by a thick Wall with Battlements, and are somewhat lower than that of the City: Several Manchew Mandarins of all Ranks are appointed to take care of them, and at set Times to perform certain Ceremonies, in which they observe the same Marks of Respect as if the Princes were still living.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 244.",https://archive.org/details/descriptionofemp00duha
Point of San cha ho,Border between China and North Korea,40.89743,125.73027,"Jean-Baptiste Du Halde, ed.",,"Pursuant to this Rule, we shall say nothing of the Point of San cha ho , so much taken Notice of by Chinese Authors ; it is no more than a Concourse of three ordinary Rivers, which unite in this Place, and under that common Name discharge themselves into the Sea, but is far from being a Novelty. The Lands of this Province are in general very good, producing Plenty of Wheat, Millet, Roots, and Cotton; they also feed Numbers of Sheep and Oxen, which are rarely seen in any of the Provinces of China. They have little Rice, but plenty of Apples, Pears, Nuts, Filberds, and Chesnuts, even in their Forests. The Eastern Part, which borders on the ancient Country of the Manchews and the Kingdom of Korea , is full of Desarts and Boggs...","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 245.",https://archive.org/details/descriptionofemp00duha
Cities around the River Songari,"Near Harbin, China",45.79099,126.57407,"Jean-Baptiste Du Halde, ed.",,"This Country is but thinly peopled, and has only three Cities, very ill built, and encompassed with Mud-Walls. The Chief of them is situated on the River Songari , there called Kirin ula , whence it takes it Name ; for Kirin ula botun signifies, the City of the River Kirin. Here resides the Manchew General, who has all the Privileges of a Viceroy, and commands all the Mandarins as well as the Troops.
The next much inferior, called Pedne or Petune , stands on the same River, 45 Leagues almost N. W. from Kirin ula hotun ; it is inhabited mostly by Tartarian Soldiers, under a Lieut. General, and by Exiles.
The other City, which the reigning Family considers as its ancient Patrimony, is situated on the Hurka pira , which runs North into the Songari ula: It is commonly call’d Ninguta , tho its proper Name be Ningunta ; for these two Tartarian Words, signifying seven Chiefs , are expressive of the Rife of their Kingdom, which was first established by the seven Brothers of the present Emperor’s Great Grandfather’s Father ; who, having found means to settle them with all their Families in this Place, soon made himfelf obey’d, thro’ Fear or Love, by the rest of his Nation, which was at that Time disperfed in the Desarts that extend to the Eastern Ocean, and divided into little Hamlets, each of one Family.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 245.",https://archive.org/details/descriptionofemp00duha
Along the Riven Tumen,"Tumen River, Border between China and North Korea",42.99121,129.87918,"Jean-Baptiste Du Halde, ed.",,"Extent of the Territories of these Quel ka Ta tse , whose Country is in other Respects agreeable enough, and, what is very uncommon among Tartars, well cultivated, whether it be owing to Necessity, on ac-count of their Distance from the Monchews, (the nearest of whom are 40 Leagues off, and the Road very bad) or the Example of the Koreans , whose very Hills are cut into Stories, and cultivated to the Top.
It was a new Sight to us, after we had crossed fo many Forests, and coasted so many frightful Moun-tains, to find ourselves on the Banks of the River Tu men ula, with nothing but Woods and wild Beast on one Side, while the other presented to our view of all that Art and Labour could produce in the best cultivated Kingdoms. We there saw wall’d Cities, and placing our Instruments on the neighbouring Heights geometrically determined the Situation of four of them, which bounded Korea on the North.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 246.",https://archive.org/details/descriptionofemp00duha
Furdan Hotun,"Ussuriysk, Russia",43.8015,131.9405,"Jean-Baptiste Du Halde, ed.",,"The Koreans had built a strong Wall on the Bank opposite to the Tartars , almost like that on the North of China ; but the Part towards Hon chun was quite ruin’d when the Manchews ravaged Korea, which they made their first Conquest ; in Parts more remote it continues almost entire. Beyond the Tu men ula, in our Progress into the ancient Country of the Manchews, we came to a River called Suifond pira the Latitude of which we took at its Fall into the Eastern Ocean ; it is very famous among these Tartars tho’ it scarce deserves Notice. Here we saw the Ruins of a City called Fûrdan botun , accounted once perhaps a fine Place, being situated in an open Plain fit for Tillage: It has only a slight Mud Wall defended by a shallow Ditch. The other Rivers of this Country are much less considerable than Suifond pira, whence doubtless proceeds the Esteem which the ancient Manchews still retain for it.
","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 246.",https://archive.org/details/descriptionofemp00duha
City of Tsitsikar,"Quiqihar, China",47.3543,123.9182,"Jean-Baptiste Du Halde, ed.",,"The City of Tsitsikar is inclosed with a strong Palisade, not very high, but lin’d with a pretty good Rampart. The Garrison consists chiefly of Tartars , but the Inhabitants are moftly Chinese, drawn thither by Traffic, or banished for Crimes. The Houses of both are without the wooden Wall, which incloses little besides the Courts of Justice, and Palace of the Tartar General ; they are built of Earth, ranged into pretty wide Streets, and inclosed with a Mud Wall.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 248.",https://archive.org/details/descriptionofemp00duha
Merghen City,"Nenjiang, China",49.1858,125.2212,"Jean-Baptiste Du Halde, ed.",,"Merghen is above 40 Leagues from Tsitsikar, much thinner of People, and inclosed with a single Wall. The Lands belonging to the last Cities are but indifferent, being a sandy Soil. But those of Saghalian ula hotun yield good Crops of Wheat, being a Plain extending along that fine River [Saghalian] and containing several Villages: The City itself, which stands on the South Side, is built like Tsitsikar, is equally populous, and richer in Commodities.
About 13 Chinese Li higher, on the North Side, are the Ruins of an ancient City called Aykom, built by the first Emperors of the preceding Family, Tay Ming...","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 248.",https://archive.org/details/descriptionofemp00duha
Puir Lake,"Buir Lake, Mongolia",47.93871,117.81598,"Jean-Baptiste Du Halde, ed.",,"But of all the Mongu Nations, depending on the Emperor, the most numerous and celebrated are the Kalkas, who possess above 200 Leagues of the Country from East to West, and the Banks of the finest Rivers in this Part of Tartary. The Kalka pira , whence they take their Name, is not much frequented by them: It flows from a famous Mountain, call’d Suelki, or Siolki, 84 Leagues from Parin, and 64 from Tstitsikar: They pretend it gives Rise to several other Rivers, but no way considerable. After passing thro' a Lake called it Puir, changes its Name to Urjon , and runs directly North into a larger, named Kûlon nor. ..The Kerlon, which is not deep, being almost every where fordable, of a sandy Bottom, good Water, and about 60 common Feet in Breadth, washes the richest Pastures in all Tartary. On the Northern Ruins of Banks are the Ruins of a large City, inserted in the Emperor’s Map, where we distinguish Cities of that kind by little uncolour’d Squares.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 250.",https://archive.org/details/descriptionofemp00duha
"Tobolskoy, Siberia","Tobolsk, Russia",58.2,68.25173,"Jean-Baptiste Du Halde, ed.",,"In travelling from hence to Tobolskoy (M), the Capital of Siberia and Northern Tartary, you meet fre-quent Villages, where are commodious Lodgings ; but in travelling from Selingha Southwards, till you come almost to the Great Wall, you are obliged to lodge and diet after the Tartarian Manner.
The Waters of the Twi pira are clear and healthful, like those of the Kerlon ; it also waters as fertile; Plains as those in the Neighbourhood of the Pula, and after a pretty long Course loses itself in the Ground near a little Lake, without rising or appearing any more.","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 251.",https://archive.org/details/descriptionofemp00duha
Hami,"Hami, Xinjiang, China",42.95293,93.45101,"Jean-Baptiste Du Halde, ed.",,"The Country of Hami, called in our Maps the Kingdom of Hami , contains only one small City of the same Name ; but is full or Houses, and a few Villages, as described in the Map. It is 90 Leagues from the Gate of the Great Wall call’d Kya yu kew, and has Lands enough round it, yet extends no farther, because that whole Space is nothing but a dry Sand, and the most barren of all Tartary. The Chinese commonly call this Desart Sha mo, and fometimes Kan hay , i. e. a Sea of Sand , and the Tartars call it Kobi : It has neither Grass nor Water ; Travellers frequently lose their Horses in crossing it...","J.-B. Du Halde, A Description of the Empire of China and Chinese-Tartary: Together with the Kingdoms of Korea, and Tibet : Containing the Geography and History (Natural as Well as Civil) of Those Countries. Enrich’d with General and Particular Maps, and Adorned with a Great Number of Cuts. (London: Printed by TGardner in Bartholomew Close for Edward Cave, 1738), 253.",https://archive.org/details/descriptionofemp00duha
