PlaceName,PlaceNameModern,Latitude,Longitude,NameOfTraveler,YearOfTravel,Description,Citation,Hyperlink,Country,Country,Region,Region,Continent
Shabúrán,"Shabran, Azerbaijan",41.20891,48.99958,Evliya Çelebi,1645,"...it is a well inhabited town, with seventy mosques, the largest of which are the mosques of Uzún Hassan, of Tokmák Khán and of Ashár Khán. The fountains and china work, with which the mosque of Uzún Hassan is inlaid, are no where found in such profusion. Uzdemir-oghlí used to come every Friday with a great train from Derbend, in order to perform his prayers here; it is adorned with so many arabesques and carvings in marble, that the greatest architects are astonished on beholding it. The town is situated in a valley rich in bowers, roses, flowers and fruits. Its districts are seven, named after the seven planets. We continued our journey to the south in the district of Musker, and reached the station of Kent Charkhí on a wide plain at a great distance from the Sea.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 165.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Azerbaijan,,West Asia,,Asia
Derbend,"Derbent, Russia",42.06248,48.30069,Evliya Çelebi,1645,"Alexander closed this passage with an iron gate, which remained up to the time of Núshirván by whom it was renewed. Jezdejerd Sháh, Ismail Sháh and Uzdemír Páshá repaired the castle situated at the foot of mount Arghan and Deneb. The foundations of the western walls are washed by the Caspian Sea. The walls were built by Herzsháh, as is recorded by the Persian chronostick on the gate of the harbour. The remains of the wall of Alexander also, which was a broad thick wall, are still to be seen projecting from the Sea. If the government would undertake it, it would be easy to extend the harbour from these walls up to the fortress. The length of the wall from the sea to the high mountain is an arrow’s shot, and the breadth of the castle itself is the same. It is built in a pentagon form on a high hill, the strongest I ever saw during my travels; the intelligent architect distributed it into three parts, one of which looks eastward to mount Safah; the second gate is the entrance to the town. In the wall which looks to Mount Arghan are also two gates, and two others leading to the lower town; the first is called Meskúr because it opens towards the district of that name, persons leaving this gate in waggons, may arrive at Shamákhí in three days. Another gate leads towards Kipchák, Crimea and Circassia. In Dághistán, waggons with horses cannot travel, but the roads to Terek, Kazán and Desht Kipchák are all practicable for those vehicles. The third division of the fortress looks towards the sea; it is not so well inhabited as the other two, as the barracks for the garrison are the only buildings.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 166-167.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Russia,,West Asia,,Asia
Derbend,"Derbent, Russia",42.06248,48.30069,Evliya Çelebi,1645,"The stones of the wall are each of the size of an elephant, but cut square, and are so large that fifty men at the present day, could not lift one of them. In the castle are two hundred well terraced houses; close to the southern wall is a large palace, the architectural ornaments of which are not to be found in any other palace in Persia; near to it is a great mosque with a ruined minareh, and a bath built in the Ottoman style, and a fountain. Near the gate of boats opening to the east, is the mosque of Uzdemir-zadeh Osmán Páshá, with some kháns and shops. The suburb outside the castle consists of about a thousand houses, with no imáret, but kháns, mosques and baths.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 167.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Russia,,West Asia,,Asia
Tiflís,"Tbilisi, Georgia",41.71341,44.80863,Evliya Çelebi,1645,"It consists of two castles opposite to each other on the banks of the Kúr which separates the rocks on which they stand, and which are connected above by a bridge leading from one castle to the other. The great castle is on the south side of the Kúr and the small one on the north of it. This river rises in the mountains of Chaldir, passes Erdehán, Akhiska, and Azgúra and flows into the Caspian Sea; the Persian historiographers say, that its waters are supplied from a thousand and sixty sources; it is the largest river in these countries next to the Euphrates. The circumference of the largest castle is six thousand paces, the wall sixty cubits high, with seventy bulwarks, and three thousand battlements, but no ditch; the water-tower which supplies water to the garrison in time of siege is situated on the Kúr. In the castle are six hundred houses, terraced, some with and some without gardens, the palace of the Khán, a mosque and a bath. The small castle was built by Yezdejerd Sháh, it is of stone, in a square form with only one gate at the head of the bridge, and has no Bezestán or Imáret.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 172.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Georgia,,West Asia,,Asia
Akhaska,"Ashotsk, Armenia",41.03575,43.86401,Evliya Çelebi,1645,"This strong fortress of Akhaska is also spelled Akhachka, Akhjaska, Okhaskha, and Oksakha, according to the difference of the languages of the surrounding people...It is a square castle built of stone, standing on a chalk cliff, with two gates and about a thousand houses without gardens covered with terraces. One of the two gates leads to the east, and the other to the west, there are twenty-eight mosques. The old mosque in the upper castle is covered with earth. There is no Imáret (religious foundation) covered with lead in this fortress. The mosque of Kunbet-oghlí is also covered with earth, and without a minareh. In the lower castle is the mosque of Khalíl Aghá. Besides the five legal prayers a day, there are certain lectures in all these mosques on the Korán and tradition, but there are no private rooms or establishments for these lectures. The Muderris (Professors) hold them in the mosques, the students (Thelebe) are numerous. The suburb outside of the castle is well built, and its baths pleasant, but the bath inside the castle is very small; the best is that outside the eastern gate of the castle, the waiters are fine Georgian boys; there are a great number of kháns; no vineyards (Bágh), but in some places gardens (Bághje); a large number of gardens of fruit trees (Mushebek-bostán) full of valuable trees, well watered by springs. The water of this place comes from the mountains of Uda, waters the fields of the town, goes straight to the castle of Arghán, and falls near the Castle of Kúrehkt into the Araxes. The passage between the castle and the suburb is established by a bridge; the suburb is not surrounded by walls; the market consists of about three hundred shops, but no Bezestán of stone. The temperature of this place being fresh and invigorating its people are strong and brave also","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 174, 176-177.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Armenia,,West Asia,,Asia
Castle of Karss,"Kars, Turkey",40.59963,43.09609,Evliya Çelebi,1647,"At a gun-shot distance on the north side is a high mountain, at the foot of which this fortress rises on a separate hill; the lower castle is situated in the plain, and has five strong walls. The gate of the outer or lower castle looks to the east, and that of the inner or upper castle to the west. There is only the house of the commander, and barracks for the garrison of two hundred men; no bath, market, or any remarkable building. The lower town or suburb is surrounded by two strong walls, and has three iron gates which are adorned with all kinds of armour. One of these gates on the west is the water-gate, also called the gate of the troops, looking towards Erzerúm; the second or middle gate opens to Kaghzmún; the third to the east is the gate of Behrám-páshá, opening towards Eriván. Watchmen keep watch the whole night, lighting torches and lamps. The lower castle is surrounded by a lake instead of a ditch, which encircles it from the middle gate to the gate of Behrám-páshá, and hence it is impossible to get possession of the fortress. There are two hundred and twenty strong towers, and two thousand and eighty battlements; the circumference of the whole is five thousand seven hundred paces. The buildings consist of three thousand houses, forty-seven mosques","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 182.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Castle of Tortúm,"Tortum, Turkey",40.29669,41.54792,Evliya Çelebi,1647,"It is built in a square form, on a high rock; an iron gate opens to the east; in the castle is a mosque of Sultán Súleimán’s time, and in the lower town is seven hundred houses and seven mosques, two baths, two kháns, twelve schools and seventy shops, but no stone bezestán, imáret or medresseh. The pears, grapes and peaches are much praised; as it is only two journeys from Erzerúm, the merchants send chests full of fruit to that place; the inhabitants are righteous, hospitable men; the river which flows through it goes into the Black Sea; in the town of Tortúm saltpetre is produced for Government.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 191.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Ládík,"Ladik, Turkey",40.91424,35.89584,Evliya Çelebi,1647,"The Castle is an old pile of building, which is now without a commander or garrison; the Bostánjís run over the woods and heaths and watch the town, which has seventeen quarters; forty-seven Mihrábs, six of which are jamís and three of them Imperial ones; three thousand and twenty houses covered with bricks and surrounded with gardens; seven convents, the most remarkable of which is that of Seid Ahmed Kebír; two baths; seven kháns; a large caravánseraï, built by Gházi Davúd Páshá; four hundred shops, and a bezestán; forty-one palaces of Vezírs and great men, all having baths; no particular college, but lectures are given in all the mosques; eighteen schools for boys and two dining establishments","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 210.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Lake of Ládík,"Ladik Lake, Turkey",40.90403,36.01173,Evliya Çelebi,1647,"This is a large lake to the east of Ládík, which would take a day to go round; eleven different sorts of fish are found in it, the description of which would be too long to give. Twenty-six springs and rivulets flow into this lake on its four sides, from the districts of Zedaí, Súnssa, Kaúza and Zeitúm; it has no outlet. On its border is Bogházi-koí, a pleasant village, and the village of Otúz, renowned for its kaimak (cream), which is no where better; it can be cut like cheese and is elastic as gum. If any Kaimak can be compared with it, it is that of Bíngol (thousand lakes).","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 211.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Merzifún,"Merzifon, Turkey",40.87109,35.45366,Evliya Çelebi,1647,"It is now a castle in good condition and useful against rebels, in the sanjak of Amasia, belonging to Sivás, and is guarded by watchmen...Every necessary for sustaining life is here found in abundance. The town is situated on the border of Mount Deshán and contains four thousand houses covered with brick, forty four quarters and seventy mosques, the oldest of which is that of Murad II., in the market-place; it is in the olden style with one mináreh, and is much visited.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 212-213.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Angora,"Ankara, Turkey",39.93803,32.86172,Evliya Çelebi,1648,"The castle is situated on a high mountain, mocking all assaults, rising in four natural terraces, so that there is a distance of three hundred paces from one enclosure to the other; the height of each wall is sixty cubits and the breadth ten royal cubits; the foundations are all built on vaults. The castle forms an oblong square from east to west. It has four iron-gates one behind the other towards the west, each strengthened behind by iron cages...The colleges are richly endowed, three houses for lectures on tradition, an hundred and eighty schools for boys, two hundred baths, seventy palaces with gardens; all these buildings are of brick not stone, and covered with earth instead of with bricks, six thousand six hundred and sixty houses, and two hundred sebíl-kháneh or establishments for distributing water. The shops are two thousand, and there is an elegant bezestán with four gates with chains; the market places are almost all on elevated spots; the coffee houses and barber’s-shops are always crowded; the public places and streets are paved with white stones.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 230-231.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Beg-bazárí,"Beypazari, Turkey",40.16695,31.92125,Evliya Çelebi,1648,"There is a Serdár and Kiaya-yerí, but no Dizdár and garrison, the castle being too small to hold any. At the foot of it lies the town distributed over two valleys, and divided into twenty quarters. There are forty one mosques, three thousand and sixty seven elegant houses, all of mortar, but the roofs of wood, a room for reading the Korán, another for lectures on tradition, but no stone built colleges as in other towns, and seventy schools... On the bank of the torrent, which flows through the butcheries, a market is held every week; this torrent falls into the river, which runs below the town, and with this river into the Sakaria. The roads are strewn with sand and not paved.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 239-240.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Nállí Khán,"Nallihan, Turkey",40.18754,31.34867,Evliya Çelebi,1648,"Eight hours further to the north we arrived at Nállí Khán, a small affranchised mussulman village of an hundred houses in a valley, governed by a Mutevellí of Nassif Páshá. This khán is also his foundation and is built like that of Kostek-beg Khán, having an hundred and fifty chimneys with a kitchen like that of Keikavús. Travellers receive each a loaf in a brass plate, a dish of soup and a candle.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 241.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Taráklí,"Tarakli, Turkey",40.39731,30.49232,Evliya Çelebi,1648,"We remained here one day and then travelled seven hours to the north to Taráklí, built by the Greek Princes of Brússa and conquered by Osmán. The judge is appointed with an hundred and fifty aspers; there are fifteen hundred houses in a valley all covered with brick, eleven mihrábs, seven quarters, a bath, five kháns, six schools and two hundred shops; this town is called Taraklí because spoons and combs (Tarak) are made here from the box-trees which cover the neighbouring mountains. These spoons and combs are sent into Arabia and Persia. The torrent which flows through the village falls into the river Hármen and with it into the sea.","Evliya Çelebi, Narrative of Travels in Europe, Asia, and Africa, in the Seventeenth Century, trans. Joseph Hammer-Purgstall, vol. 2, 2 vols.,(London: Printed by William Nicol, 60, Pall Mall, 1850), 242.",https://www.gutenberg.org/cache/epub/54255/pg54255-images.html,Turkey,,West Asia,,Asia
Dublin,Dublin,53.3498,-6.2603,Burton E. Stevenson,1910,"I no longer think of it as a gay town—rather as a supremely tragic one. Turn the corner from any of the main thoroughfares, and you will soon find yourself in a foul alley of crowded tenements, in the midst of a misery and squalor that wring the heart. You will wonder to see women laughing together and children playing on the damp pavements. It is thin laughter and half-hearted play; and yet, even here, there is a certain air of carelessness and good-humour. It may be that these miserable people do not realise their misery. Cleanliness is perhaps as painful to a person reared in dirt as dirt is to a person reared in cleanliness; slum dwellers, I suppose, do not notice the slum odour; a few decades of slum life must inevitably destroy or, at least, deaden those niceties of smell and taste and feeling which play so large a part in the lives of the well-to-do. And it is fortunate that this is so. But one threads one's way along these squalid streets, shuddering at thought of the vice and disease that must be bred there, and mourning, not so much for their unfortunate inhabitants, as for the blindness and inefficiency of the social order which permits them to exist.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 9.",https://www.gutenberg.org/ebooks/35529,Ireland,,Western Europe, British Isles,Europe
"Glendalough, Wicklow","Glendalough, Wicklow",53.012,-6.3298,Burton E. Stevenson,1910,"We emerged from the wood presently, and then, away to the left, our jarvey pointed out the high peaks which guard the entrance to Glendalough—and let me say here that the word ""lough,"" which occurs so frequently in Irish geography, means lake, and is pronounced almost exactly like the Scotch ""loch."" Glendalough is one of the most beautiful and romantic spots in Ireland","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 62.",https://www.gutenberg.org/ebooks/35530,Ireland,,Western Europe, British Isles,Europe
Drogheda,Drogheda,53.7179,-6.3561,Burton E. Stevenson,1910,"Drogheda is about thirty miles north of Dublin, near the mouth of the River Boyne, and the ride thither, for the most part close beside the sea, is not of special interest, as the coast is flat and the only town of any importance on the way is Balbriggan, celebrated for its hosiery. Drogheda itself is an up-and-down place, built on the side of a hill. I suppose the castle which was the nucleus of the town stood on top of the hill, and houses were gradually built from it down to the ford from which the town takes its name. Encircled with walls and dominated by its castle, it was no doubt picturesque enough, but it is singularly dingy and unattractive now, with slums almost as bad as Dublin's and evidences of biting poverty everywhere.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 85.",https://www.gutenberg.org/ebooks/35531,Ireland,,Western Europe, British Isles,Europe
"Holy Cross Abbey, Tipperary","Holy Cross Abbey, Tipperary",52.6395,-7.8681,Burton E. Stevenson,1910,"The road was rather higher than the surrounding country, and we could see across it, north and south, for many miles; then it descended to a winding stream, the Suir, flowing gently between rushy banks, and presently we saw ahead a great pile of crumbling buildings—and then we were at Holy Cross, one of the most exquisite and interesting of the hundreds of ruins which cover Ireland.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 99.",https://www.gutenberg.org/ebooks/35532,Ireland,,Western Europe, British Isles,Europe
"Blarney Castle, Cork","Blarney Castle, Cork",51.9291,-8.5709,Burton E. Stevenson,1910,"Approached thus, the massive donjon tower, set on a cliff and looming a hundred and twenty feet into the air, is most impressive. To the left is a lower and more ornamental fragment of the old castle, which, in its day, was the strongest in all Munster. Cormac McCarthy built it in the fifteenth century as a defence against the English, and it was held by the Irish until Cromwell's army besieged and captured it. Around the top of the tower is a series of machicolations, or openings between supporting corbels, through which the besieged, in the old days, could drop stones and[117] pour molten lead and red-hot ashes and such-like things down upon the assailants, and it is in the sill of one of these openings that the famous Blarney stone is fixed.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 116-7.",https://www.gutenberg.org/ebooks/35533,Ireland,,Western Europe, British Isles,Europe
"Gougane Barra, Cork","Gougane Barra, Cork",51.8394,-9.3148,Burton E. Stevenson,1910,"In the middle of a scrubby grove, a little way from the enclosure, is a wishing-stone, which had evidently been much used, I hope to good purpose, for the stone itself was covered with trinkets and the bushes round about were hung thickly with rags and hairpins and[149] rosaries and other tokens. I picked up somewhere, perhaps from the jargon of the guide, that this wishing-stone is the altar of Fin Barre's old chapel, but I haven't been able to verify this, and it may not be so; but the game is to put up a prayer to the Saint, and make your wish, and leave some token to show you are in earnest, and the wish will surely come true. Of course we made a wish and added some half-pennies to the collection on the altar. In turning over the trinkets already deposited there, we were amused to find two bright Lincoln cents.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 148-9.",https://www.gutenberg.org/ebooks/35534,Ireland,,Western Europe, British Isles,Europe
"Muckross Abbey, Killarney","Muckross Abbey, Killarney",52.0262,-9.4948,Burton E. Stevenson,1910,"Perhaps the most interesting show-place in the vicinity of Killarney is Muckross Abbey, and we spent that afternoon exploring it and its grounds. Muckross is far surpassed in interest by many other Irish ruins, but it is very beautiful, embowered as it is in magnificent trees and all but covered with glistening ivy. It is not very old, as Irish ruins go, for it dates only from the latter half of the fifteenth century, when it was founded for the Franciscans. The gem of the place is undoubtedly the cloister, with its arcade of graceful arches ranged around a court and lighting a finely-vaulted ambulatory. In the middle of the court is a giant yew, many centuries old, which spreads its branches from wall to wall. It is encircled with barbed wire, and I don't know whether this is to protect it from vandals, or to protect vandals from it—for the legend is that whoever plucks a spray of this tree dies within a twelvemonth.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 193-4.",https://www.gutenberg.org/ebooks/35535,Ireland,,Western Europe, British Isles,Europe
"Adare, Limerick","Adare, Limerick",52.5636,-8.7926,Burton E. Stevenson,1910,"The interior of the church is of unusual richness and beauty, abounding in delicate detail—recessed altar-tombs, richly-carved sedilia, arched vaults, graceful mouldings, and the window traceries are very pure and lovely. Here, as at Muckross, the cloisters are especially beautiful, and are perfectly preserved. They are lighted on two sides by pointed arches arranged in groups of three, while on the side next the church the arches are grouped in pairs, and the fourth side is closed in by a lovely arcade, with double octagonal columns. Here, also as at Muckross, the friars planted a yew tree in the centre of the court, and it is now a venerable giant. Whether it is as deadly as the Muckross yew I do not know.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 231-2.",https://www.gutenberg.org/ebooks/35536,Ireland,,Western Europe, British Isles,Europe
"St. Senan's Well, Clare","St. Senan's Well, Clare",52.6142,-9.5176,Burton E. Stevenson,1910,"The principal well is a little farther up the road, set back in a circle of trees and approached by a short avenue of lindens. It is a far more important well than the other—is one of the most famous in Ireland, indeed—and is covered with a little shrine, which you will find pictured opposite the next page. The shrine is hung with rosaries and crowded with figurines and pictures of the Virgin and of various saints, among which, I suppose, the learned in such matters might have picked out Saint Senan, who blessed this well and gave it its miraculous power. The trees which encircle the glade in which the well stands are also hung with offerings—sacred pictures, rosaries, small vessels of gilt, and the crutches of those who came lame and halting and went away cured. On either side of the entrance is a bench where one may sit while saying one's prayers, and in front of the shrine is a shallow basin, some two feet wide and a yard long, into which the water from the well trickles, and where one may sit and wash all infirmities away.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 247.",https://www.gutenberg.org/ebooks/35537,Ireland,,Western Europe, British Isles,Europe
"Athenry, Galway","Athenry, Galway",53.3008,-8.7454,Burton E. Stevenson,1910,"We ran out of this rocky land, at last, and crossed a vast bog, scarred with long, black, water-filled ditches, from which the turf had been taken. There were a few people here and there cutting it, but a woman who had got into the compartment with us said that the continued wet weather had made the work very difficult and dangerous. All the people hereabouts, she added, lived by the turf cutting, at which they could earn, perhaps, ten-pence a day; but in bad seasons they were soon close to starvation. I remarked that, with such wages, they must be close to it all the time, and she[268] smiled sadly and said that that was true. Only, of course, in the bogs the children can work, as well as the men and women, and that helps. Indeed, we saw them many times—little boys and girls who should have been at school or running free, gaining health and strength for the hard years to come, tugging at the heavy, water-soaked blocks of peat, and laying them out in the sun to dry. It takes a month of sun to dry the peat; in wet weather it won't dry at all, and so isn't salable. Truly, the lives of the poor Irish hang on slender threads!","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 267-8.",https://www.gutenberg.org/ebooks/35538,Ireland,,Western Europe, British Isles,Europe
"Clonmacnoise, Offaly","Clonmacnoise, Offaly",53.3263,-7.9863,Burton E. Stevenson,1910,"It was a desolate scene; and Clonmacnoise looked desolate, too, with its gaunt grey towers, and huddle of little buildings, and cluttered graveyard. It seemed incredible that this obscure corner of the world was once a centre of learning toward which scholars turned their faces from the far ends of Europe, to which Charlemagne sent gifts, and within whose walls princes and nobles were reared in wisdom and piety. Yet such it was—the nearest to being a national university among all the abbeys, for it was not identified with any class or province, but chose its abbots from all Ireland, and welcomed its students from all the world.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 285-6.",https://www.gutenberg.org/ebooks/35539,Ireland,,Western Europe, British Isles,Europe
"Galway, Galway","Galway, Galway",53.2707,-9.0568,Burton E. Stevenson,1910,"Galway, as well as most other Irish towns, boasts a number of millinery stores, with windows full of befeathered and beribboned hats; but one wonders where their customers come from, for hats are a luxury unknown to most Irish women, who habitually go either bareheaded, or with the head muffled in a shawl. All the women here in Galway were shawled, and beautiful shawls they were, of a delicate fawn-colour, and very soft and thick… A few had carts drawn by little grey donkeys; and the old woman in one of these was so typical that I wanted to get her picture. She was sitting there watching the crowd with her elbows on her knees, and a chicken in her hands, but when she saw me unlimbering my camera, she shook her head menacingly.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 295-6.",https://www.gutenberg.org/ebooks/35540,Ireland,,Western Europe, British Isles,Europe
"Lough Mask, Mayo & Galway","Lough Mask, Mayo & Galway",53.6452,-9.3274,Burton E. Stevenson,1910,"I have never seen a steeper road than that which zig-zags down into this valley, and I was very glad indeed to get off and walk, not only because of the steepness, but also because on foot I could stop whenever I chose and look at the beautiful scene below—the long, narrow lake, crowded in on the south by steep, bare mountains, and with a white ribbon of road running along its northern edge, past a cluster of houses built close beside it, and with the furrowed fields behind them mounting steeply upwards. The whole village was out at work in the fields, and the red petticoats of the women gave the scene just that added touch of colour it needed.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 343.",https://www.gutenberg.org/ebooks/35541,Ireland,,Western Europe, British Isles,Europe
"Cong Abbey, Mayo","Cong Abbey, Mayo",53.5403,-9.2869,Burton E. Stevenson,1910,"The abbey stands close to the bank of that wonderful white river which, coming underground from Lough Mask, bursts from the earth in a deep chasm a mile above Cong, and sweeps, deep and rapid, down into Lough Corrib. And the monks at Cong were more ingenious than most, for there, on a little island in the middle of the river, stand the ruins of their fishing-house, constructed over a narrow channel into which the nets were dropped, and they were so arranged that when a fish was captured, its struggles rang a bell back at the abbey, and some one would hasten to secure it. We made our way through an orchard of beautiful old apple trees bearded with lichen, waist-deep in grass, to the very edge of the stream, that I might get the picture of this labour-saving edifice, which you will find opposite the preceding page.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 347.",https://www.gutenberg.org/ebooks/35542,Ireland,,Western Europe, British Isles,Europe
"Carrowmore, Sligo","Carrowmore, Sligo",54.2507,-8.5197,Burton E. Stevenson,1910,"There are two most impressive cromlechs at Carrowmore, quite close together, and my pictures of them are opposite the next page. The first one we came to stands near the road in a pasture, and it was merely a question of clambering over a wall to get to it; but to reach the other, it was necessary to cross a newly-cultivated field; and as there were some men working in it, I asked permission to do so.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 391.",https://www.gutenberg.org/ebooks/35543,Ireland,,Western Europe, British Isles,Europe
Leacht-Con-Mic-Ruis,Leacht-Con-Mic-Ruis,54.2507,-8.5197,Burton E. Stevenson,1910,"In every other way—in extent and in complexity—this enclosure far outranks Stonehenge. Great upright rocks, lichened and weatherbeaten by the rains and winds of forty centuries, form a rude oblong, about a hundred and fifty feet in length by fifty feet across. It stretches east and west, and at the western end is a square projection like a vestibule, divided into two chambers; while at the eastern end are two smaller oblongs some ten or twelve feet square, and their doorways are two trilithons—that is to say, two great rocks set on end with another rock laid across them, just as at Stonehenge. I despair of trying to picture it in words, but I took two photographs, one of which is opposite the preceding page, and gives some idea of the appearance of this remarkable monument—at least of the trilithons. But it gives no idea of its shape or its extent. There was no vantage point from which I could get a photograph that would do that.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 400-401.",https://www.gutenberg.org/ebooks/35544,Ireland,,Western Europe, British Isles,Europe
"Bundoran, Donegal","Bundoran, Donegal",54.4791,-8.2779,Burton E. Stevenson,1910,"Some years ago, the Irish railways realised that the surest way to encourage tourist traffic in the west and south was to provide attractive hotel accommodations, and they set about doing this with the result that the traveller in Ireland is now well provided for. Such hotels as those at Bundoran, Recess and Parknasilla—and there are many others like them, handsome buildings, splendidly equipped, set in the midst of beautiful surroundings—leave nothing to be desired. Nor are their rates excessive, considering the excellent service they offer, averaging a little over three dollars a day. In the smaller towns, the tariff is considerably less than this, though the service is almost as good. In places where the railroad does not itself own or manage a hotel, it usually sees to it that at least one under private management is kept up to a satisfactory standard. So no one wishing to explore Ireland need hesitate on account of the hotels. They will be found, with a few exceptions, surprisingly good.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 415-416.",https://www.gutenberg.org/ebooks/35545,Ireland,,Western Europe, British Isles,Europe
"Ballyshannon, Donegal","Ballyshannon, Donegal",54.503,-8.192,Burton E. Stevenson,1910,"Ballyshannon, after the fashion of Irish towns, is built on the side of a hill, and no horse unaccustomed to mountaineering could have got up the street which leads from the river; but our horse had been reared in the town, so he managed to scramble up; and then we turned to the left and followed along the river to the falls—a dashing mass of spray, where the whole body of water which rushes down from Lough Erne sweeps roaring over a cliff some thirty feet high. Two or three miles along country roads brought us to a gate; and here our driver, looking a little anxious, had a short conference with a woman who lived in a neat labourer's cottage near by; and finally he opened the gate and drove through.","Burton E. Stevenson, The Charm of Ireland (New York: Dodd, Mead and Company, 1914), 420.",https://www.gutenberg.org/ebooks/35546,Ireland,,Western Europe, British Isles,Europe
